id,title,body,rating,version,updatedAt
14049679603,Why is there such a string focus on losing weight?,"I used to use this app for a while and it worked okay, but stopped working out and tried to redownload it. Why. Is. There. Such. A. Strong. Emphasis. On. Weight. Loss!? You can’t even log in and use the app without setting a weight loss goal! Every single exercise comes with a note on how much weight you’ll lose. I understand it’s useful if you ARE trying to lose weight, but the app SPECIFICALLY ASKS what your goals are (disappointed to find out that increasing flexibility wasn’t an option, but I guess it’s a little niche) and never once did I include weight loss. I think it’s toxic (and this is more critique of diet culture as whole rather than the app itself) to assume every goddamn person tying to stay fit is trying to lose weight. I just want to be healthy, not feel pressured into losing weight when I’m already at a healthy one. And, in the end, I don’t particularly care too much, I just deleted the app again, but what about the teenagers using this app? (There is a specific option when you log in to state you are under 18.) I don’t think it’s healthy to subject teenagers to that constant pressure, or worse, someone who has already struggled with EDs or an obsession with weight loss/appearance. It’s one thing for the option to be there, in fact, I think it’s great for those who need or want it, but the way that this is constantly shoved down your throat is ridiculous. The creators are (or at should be) fully aware that losing weight isn’t the only reason to work out, so why don’t they act like it?",3,8.4.20,2026-05-10T00:00:00.000Z
14048939271,No longer free,great app but only for financially stable women.Every workout I select stated I need premium.This was not the case previously.,1,8.4.20,2026-05-10T00:00:00.000Z
14040014309,This app is definitely helping me to reach my goals!!!💖,I love this app so much I might even tel my friend’s Dow❤️,4,8.4.20,2026-05-08T00:00:00.000Z
14033191433,Can’t exit ads,This app punishes you for not paying with ads that are extremely hard to get out of. 90 sec ads for 7 minute workouts then another 30 sec figuring out how to exit the ad. Why not just be a paid app and stop pretending to be free.,1,8.4.20,2026-05-06T00:00:00.000Z
14032903734,Can’t access anything,"I had the app for a while before I had to delete it for storage space. I recently redownloaded it, and couldn’t access anything without the subscription, none of the workouts, not even the supposedly ‘free’ workouts. It’s a shame, this used to be my favorite fitness app, but not anymore.",1,8.4.20,2026-05-06T00:00:00.000Z
14029405319,User-friendly updates,"Loving the new updates, especially the option to connect third-party music apps to select our own music for workouts.",5,8.4.20,2026-05-05T00:00:00.000Z
14028794619,Very useful!,"This app customizes your workouts based off needs, age, weight, and any struggles that you face. It uses the information provided and gives you workouts suited for you. It starts and ends you with simple stretches to give you the warm up and cool down needed, making sure you stay safe and don’t get hurt. The workouts progressively get more difficult, but are enjoyable, making it difficult to even wish to quit. This app does wonders and fits many ages, even younger people who struggle to stay motivated! Highly recommended this!",5,8.4.20,2026-05-04T00:00:00.000Z
14028061237,It’s working!,I have only had this for a little while now but when I do the workouts I feel the progression I feel my body strengthening and I am confident about being able to maintain regular workouts. The workouts do feel a little stupid to do and I feel like I look stupid doing them but I am feeling and looking better day by day! The music that is provided is nice so I don’t have to overlap another app to play music (and you can skip songs) wish there was more of a variety of songs though. All things considered though I recommend this app to people who don’t feel comfortable going to the gym or can’t afford a trainer!,5,8.4.20,2026-05-04T00:00:00.000Z
14025441122,Great for people who have forgotten,I used to workout regularly in high school for sports and I’ve long since forgotten. It’s great because it shows you what to do and the workouts aren’t super long. They’re great for getting back in there,5,8.4.20,2026-05-03T00:00:00.000Z
14024349881,Amazing work out app,It is the best,5,8.4.20,2026-05-03T00:00:00.000Z
14024175667,It’s A Start,First 2 sessions complete. App layout is great. Shows you exactly what to do. Music is motivating. So far variety of exercises in the session are doable. I am 53 and pretty flexible just out of shape with the normal body ailments and 15 extra pounds so can’t do everything 100%. Have to modify some but it’s a good goal to work to.,5,8.4.20,2026-05-03T00:00:00.000Z
14019782684,Scam,"I wanted to try the free week trial, and it said- “pay nothing now”, but I got charged $52.99 instantly for the year when that option was not even highlighted. I can’t find any support email or contact to get this rectified. Anyone know how to rectify this?",1,8.4.20,2026-05-02T00:00:00.000Z
14015893167,The fine review,"I like this app a lot, but I really want my things be harder and some of the things that even if it’s up to all the way, it’s not that hard",4,8.4.20,2026-05-01T00:00:00.000Z
14013113694,"I loved it, but not anymore","I’ve been using this app for about 3 years, and I loved it. It was actually free with little to no annoying ads. I get it if they have to make you watch ads before each workout to make money, but they’re so excessively long, and hard to get out of. If you do it wrong, you have to watch the 90 sec long ad all over again. Not to mention, they limit your free use now. You can’t even use this app for free more than a few days without them making you pay. It’s no longer a free app, and it’s only gotten worse. This used to be my favorite workout app that actually worked for me, but I will no longer be using it.",2,8.4.20,2026-04-30T00:00:00.000Z
14011481445,Dream Big,Most useful app I’ve ever downloaded! Wide variety of workouts for every level. Ability to play your own music. Highly recommend for the average woman with a goal!,5,8.4.20,2026-04-30T00:00:00.000Z
14009152501,Excellent app,Excellent app,5,8.4.18,2026-04-29T00:00:00.000Z
14005886789,How to x out of ads?,I used to like this app but the unpaid version is impossible to use. How do you x out of ads? I have no idea.,1,8.4.20,2026-04-28T00:00:00.000Z
14002609717,Workout Routine,Exactly what I need. You can customize your routine. It shows you an actual person doing the workout with you while playing music and motivating you. Perfect for getting back into shape - makes me start my day feeling good!,5,8.4.20,2026-04-27T00:00:00.000Z
14002487042,Magnificent,The best work out app,5,8.4.20,2026-04-27T00:00:00.000Z
14000557160,Unable to access subscriptions,Unable to access paid subscription,1,8.4.20,2026-04-26T00:00:00.000Z
13993531700,Go back to being free,"Got this app because it was free, now you have to pay for a subscription to do the exercises. Go back to being free so I can do my exercises and I’m fine with the ads but I would love to not see the paying for a subscription every time I want to workout.",1,8.4.20,2026-04-24T00:00:00.000Z
13989602330,Not A Free App,It looks like it has amazing workout and choices for different people but you have to pay to subscribe.,3,8.4.19,2026-04-23T00:00:00.000Z
13981166164,helps,would recommend,5,8.4.18,2026-04-21T00:00:00.000Z
13981021357,Good,Job,5,8.4.18,2026-04-21T00:00:00.000Z
13979925966,Great workouts,Easy to cut in my schedule anytime,5,8.4.18,2026-04-21T00:00:00.000Z
13976452003,Can’t get out of ads,"They’ve hidden the X button so that when the 90s ad finishes, you can’t even get out of the ad without force closing the whole app. Been using this app since 2020. Been an avid user. Uninstalled today.",1,8.4.18,2026-04-19T00:00:00.000Z
13976010088,A busy business owner & mom’s favorite!,Perfect for business owner mom’s with little to no time. Just the push I need!,5,8.4.18,2026-04-19T00:00:00.000Z
13972381558,Misleading Free Trial!,I only signed up for the free trial TODAY and was charged at the moment for a monthly subscription I never wanted. This feels misleading and unfair.,1,8.4.18,2026-04-18T00:00:00.000Z
13962907165,It really works,I love it so much it helps me be healthy and athletic in our logistic being at home all day doing nothing,5,8.4.18,2026-04-16T00:00:00.000Z
13959060661,The best app,I thought this would be like the normal apps where they just really do random exercises but this one was different it actually made me work and I felt the burn. So overall I think this is the best app.,5,8.4.18,2026-04-15T00:00:00.000Z
13957620564,Women’s workout,"It is a great workout, not to intense for me. Just turned 60 Update I’m 61 and still love it. I'm 63 this time around love everything but the price ( used to be free). just saying I’m 63 now and need to get in shape. Now I’m 64 recently had total knee replacement. Today is my fourth straight day and I love it.",5,8.4.18,2026-04-14T00:00:00.000Z
13956940768,False claims of free trial,App falsely claims to have a free trial but was charged immediately. Apple Support will not refund the charge despite the app saying I was signing up for a free trial. Extremely unhappy with the situation.,1,8.4.18,2026-04-14T00:00:00.000Z
13955536302,The best!,Quick workouts that really get you moving!,5,8.4.18,2026-04-14T00:00:00.000Z
13955300410,Zoomer,This app helped me to start zooming again,5,8.4.18,2026-04-14T00:00:00.000Z
13953047839,Yoga,Day3,4,8.4.18,2026-04-13T00:00:00.000Z
13947381326,Love it,It’s great! Can be hard if it’s been a while. Very fast paced depending on what you choose. I been doing gym and nothing was working. This works! Moves look easy but they work for women! If you wanna lose weight or tone up at home this is a great app!,5,8.4.18,2026-04-11T00:00:00.000Z
13933475828,Love it,I love this app I just wished it showed how to do it more loved it though I recommend it,5,8.4.18,2026-04-07T00:00:00.000Z
13929492919,good app but ruining it with ads,i’ve always been off and on with this app for years and i kept coming back to it bc it offered good workouts for free with no ads and now you have to watch a 90 second ad before EVERY workout unless you’d rather pay for premium. paying for subscriptions isn’t something i can just afford so i’m personally extremely disappointed they decided to add ads to the app.,3,8.4.18,2026-04-06T00:00:00.000Z
13925669942,Not great anymore,Too many adds 90 seconds??? Too much.,2,8.4.18,2026-04-05T00:00:00.000Z
13919694872,Love this app,"When I retired I wanted to do nothing but quickly realized that’s not an option. You must move your 68 year old body. I do the daily 8 minute workout and it’s been a literal life saver. I’ve stretched the 8 minute work out to 35 minutes daily by adding my own program. I’m on the advanced level which took 7 months and I’ve lost 16 pounds and kept them off. I don’t do plank as it’s damaging to older wrists, elbows, shoulders and knees but that’s my only complaint. I’m grateful to have found this app.",5,8.4.18,2026-04-04T00:00:00.000Z
13918913454,it’s okish,the workouts are good but i don’t want to have to pay to do a workout or watch a ad,3,8.4.18,2026-04-03T00:00:00.000Z
13912139472,FIX THE ADS,Tbh I always loved this app and have used it for years but recently I actually deleted it a couple of times because of the add problem. I get it y’all wanna make money with no add subscriptions but to make it so we have to watch a three minute add before every. Single. Work out. Is completely unreasonable and very apparent and annoying it makes the whole app feel like a scam and a money grab. It becomes a huge de motivator and leads to me just exiting out of the whole app instead and doing a workout I already know.,2,8.4.18,2026-04-01T00:00:00.000Z
13910918951,Love it!,Awesome app! I’ve been with it over a year. It’s worth the money and you can either workout a little or workout more. The choice are great!,5,8.4.18,2026-04-01T00:00:00.000Z
13910608575,Fabulous app!,Recommend to all women.,1,8.4.18,2026-04-01T00:00:00.000Z
13909060569,I love it,I’m 12 and I have never found a app that actually makes you muscle feel strong and I’m glad it tells you when your most likely to reach your goal it gives me a drive to do it everyday even if I have school and I hope that I get close to my goal,5,8.4.18,2026-04-01T00:00:00.000Z
13907946825,Players,Excellent,5,8.4.18,2026-03-31T00:00:00.000Z
13906711712,Great workouts; data won’t load to new devices,"Love the workouts. Cheaper than a gym membership and worth it. Love that I can link Spotify. I do the daily plan and two reps of the daily 7. However, just got a new phone and none of the data loaded to my new device, even with my log in. I’ve lost a lot of tracked progress which sucks. Also got an Apple Watch series 11 and cannot figure out how to get the watch to register my work outs as exercise. Was using a series 3 and that worked fine. Can’t seem to confirm if there’s a compatibility issue. Google hasn’t helped. Anyway, starting at square one again. 😭",4,8.4.18,2026-03-31T00:00:00.000Z
13905659210,Do it,Get the app. Do what you can and you will see results.,5,8.4.18,2026-03-31T00:00:00.000Z
13905434959,0-5 do not recommend! I gave it five so you can see!!!,I wanted to be able to work out at home without having to come up with a routine so i downloaded this app. But every time i try to get my workout in it’s always buy premium or watch a 90 second add. This app in my opinion is a 0/5 stars and i do not recommend. Hope this helps you with making a decision for your fitness app or goals!,5,8.4.18,2026-03-31T00:00:00.000Z
13905365987,Not free,"Says it’s free, but it makes you go through a ton of steps, then gives you no way to continue without paying $40/yr.",1,8.4.18,2026-03-31T00:00:00.000Z
13903573997,AI slop now,"i was a paying member of this app for years and will not be using this app anymore. most of the workouts are just AI slop now. the work outs themselves are barely even work outs, the guiding voice is telling you to do one thing while the AI diagram is doing another. such a disappointment.",1,8.4.18,2026-03-30T00:00:00.000Z
13901553105,Actually helps,Price not bad,5,8.4.18,2026-03-29T00:00:00.000Z
13900643414,I’m loving it!,It is just enough time for me to exercise before work and the exercises are effective. I would like to continue with this app and I would hope there was more abs and abdominal work. That’s what I need.,5,8.4.18,2026-03-29T00:00:00.000Z
13899881752,Excellent work outs and accountability tools,This app is by far the best! Great workouts and user friendly interface. I highly recommended it,5,8.4.18,2026-03-29T00:00:00.000Z
13897645883,I’m going to go ahead to bed at five thirty because my phone was in a dead spot,I’m just going home and I’m just leaving my parents and I’m not even sure how I’m doing I have no money for gas so I’ll probably go get it from my dad or you knows if you’re not working tomorrow and I’ll go pick up some gas or you could’ve come get you if I get off the road or you know how you can go home if you’re going somewhere I can get it if not I’m sorry because you have no time I know you’re working I just have a hardest day to get off I have no idea how you feel and you have a good time,5,8.4.18,2026-03-28T00:00:00.000Z
13895486747,Perfect for quick workouts,"This app consistently provides short steady workouts, great for building a habit",5,8.4.18,2026-03-28T00:00:00.000Z
13892865924,Not the same; but works!,I used to be able to do the free workouts without ads. Now I’m forced to watch a 90s ad. I’m not opposed to that but it’s takes more than 90s to close them out. It seems like they are trying to trap you it downloading apps. Ugh!!!,3,8.4.18,2026-03-27T00:00:00.000Z
13891268384,Not free,After filling everything out you find out the app is not free. You only get 7 days free then have to pay. I downloaded this because it said it was free.,1,8.4.18,2026-03-27T00:00:00.000Z
13890767613,Best work out,Best workouts ever,5,8.4.18,2026-03-27T00:00:00.000Z
13886485616,No communication,Don’t get app! Rip off! You email them and they don’t get back to you ever!,1,8.4.18,2026-03-25T00:00:00.000Z
13885423263,Disappointing,I used to be able to work out after an ad now I can’t sad you guys had to ruin it to get ppl to pay subscription,1,8.4.18,2026-03-25T00:00:00.000Z
13883979369,Help - contact us emails not working,Can you access your paid subscription on your other devices. I normally used my iPhone but now I want to use my android tablet. Theres no login option on my tablet. It’s just asking me to resub. I’ve emailed for the last couple of days and noone is responding. Why is that? Can anyone help me?,3,8.4.18,2026-03-25T00:00:00.000Z
13881723052,Great option for quick workouts!,Love all the different choices.,5,8.4.16,2026-03-24T00:00:00.000Z
13873793973,Newbie,Perfect for me,5,8.4.17,2026-03-22T00:00:00.000Z
13870203972,I love it!,"there are so many things that I love about this app. One of them is that I could still utilize workouts, even though I didn’t pay for the premium and I love the fact that they have the seven minute workout I can squeeze that into any day. I only started working out on a regular basis this March and there are so many different unique exercises that can be done so if you don’t like one, you can just choose a different one to work the same area. I love how this is beginner, friendly, and they also have intermediate in advance workouts as well. only one note, I wish that you guys had YouTube music on there that we could choose from and then I might actually pay for the premium.",5,8.4.18,2026-03-21T00:00:00.000Z
13866732492,Amazing,It's the best workout app by far EXCEPT for every single workout u have to earn by watching a 90 second add but I lost 25 pounds in 3 months it's amazing,5,8.4.17,2026-03-20T00:00:00.000Z
13864056525,I was scared,I thought I was going to have to pay for it but it’s a good app and less benefits but still really good 😊,5,8.4.18,2026-03-19T00:00:00.000Z
13859338978,Juste formidable,👍👍👍👍👍,5,8.4.17,2026-03-17T00:00:00.000Z
13858827984,Not as good,App become bad after the ads. I stopped using it and found a better app.,5,8.4.17,2026-03-17T00:00:00.000Z
13856144745,No longer free??,"I’ve had this app for the longest for free. But I have a new phone now, and it won’t let me use the app without paying. Just the 7 day free trial? No longer actually free?",2,8.4.17,2026-03-17T00:00:00.000Z
13851071197,Love it,Ive shares this will all my friends and my mom! The workouts r great.I really like this app! Sometimes I don’t want to watch ppl on YouTube. And I like that if u get distracted u can easily pause. It keeps track of ur workout too which is great.,5,8.4.17,2026-03-15T00:00:00.000Z
